"sku","name","rial","toman","stock","status"
"sku","name","rial","toman","stock","status"
"00424787","نورافکن ایکیا مدل NYMANE با یک سری/ سفید",80,132000000,22,"success"
"00430769",-1,"چراغ سقفی با ۳ لامپ ایکیا مدل DEJSA روکش کروم/ شیشه سفید عقیق","",""
"00404893","نورافکن سقفی ایکیا مدل NAVLINGE سفید ۳ سر",60,99000000,0,"success"
"20431602",-1,"چراغ دیواری ایکیا مدل FRIHULT رنگ برنجی","",""
"40431601","چراغ دیواری ایکیا مدل FRIHULT استیل ضدزنگ",150,247500000,7,"success"
"70405361","شید آباژور ایکیا مدل RINGSTA سفید/ عرض ۴۲ سانتی‌متر",80,128000000,0,"success"
"10405364","شید آباژور ایکیا مدل RINGSTA سفید/ عرض ۳۳ سانتی‌متر",50,80000000,2,"success"
"90404092","شید آباژور ایکیا مدل RINGSTA سفید ۱۹ سانتی‌متر",40,64000000,25,"success"
"29388656","میز و صندلی ۴ نفره بامبو ایکیا مدل VOXLOV / VOXLOV اندازه ۹۰*۱۸۰ سانتی‌متر",2600,4160000000,1,"success"
"60587154","گیاه و گلدان مصنوعی ایکیا مدل FEJKA کاکتوس ۶ سانتی‌متر",0,0,699,"success"
"40568892",-1,"گیاه و گلدان مصنوعی ایکیا مدل FEJKA بامبو ۲۳ سانتی‌متر","",""
"60587173","شاخه گل مصنوعی ایکیا مدل SMYCKA کوکب صورتی ۳۰ سانتی‌متر",0,0,380,"success"
"70504988","آباژور رومیزی ایکیا مدل SAXHYTTAN بژ/ مشکی ۲۶ سانتی‌متر",80,120000000,0,"success"
"50512852",-1,"پرده حمام ایکیا مدل  RANEALVEN سفید/ فیروزه‌ای ۲۰۰*۱۸۰ سانتی‌متر","",""
"50466015",-1,"حلقه استیل پرده حمام ایکیا مدل  RUDSJON بسته ۱۲تایی","",""
"00466008","حلقه پرده حمام ایکیا مدل HASSJON سفید/ بسته ۱۲تایی",0,0,0,"success"
"60496757",-1,"پرده حمام ایکیا مدل ANGSKLOCKA سفید/ آبی ۲۰۰*۱۸۰ سانتی‌متر","",""
"70557415",-1,"پرده حمام ایکیا مدل   SNOJONKVILL سفید/ سبز ۲۰۰*۱۸۰ سانتی‌متر","",""
"60466072",-1,"پرده حمام ایکیا مدل  BASTSJON سفید/ زرد/ یاسی ۲۰۰*۱۸۰ سانتی‌متر","",""
"80466066",-1,"پرده حمام ایکیا مدل  BASTSJON سفید/ خاکستری/ بژ ۲۰۰*۱۸۰ سانتی‌متر","",""
"00557372",-1,"پرده حمام ایکیا مدل  SVARTSTARR سفید/ خاکستری ۲۰۰*۱۸۰ سانتی‌متر","",""
"50487824",-1,"پرده حمام ایکیا مدل VATTENSJON سفید/ آبی/ طرح ماهی ۲۰۰*۱۸۰ سانتی‌متر","",""
"90554538","جعبه نظم دهنده ایکیا مدل VISSLAAN درب دار/ ست ۵تایی/ خاکستری",50,80000000,40,"success"
"70578069",-1,"گلدان مصنوعی پتوس ایکیا مدل FEJKA آویز ۱۲ سانتی‌متر","",""
"40548861",-1,"قاب عکس چوبی ایکیا مدل RODALM ابعاد ۱۵*۱۰ سانتی‌متر","",""
"00579915",-1,"کیسه زیپ دار ایکیا مدل ISTAD سبز روشن طرح‌دار ۲.۵ لیتر ۲۰ عددی","",""
"70579912",-1,"کیسه زیپ دار ایکیا مدل ISTAD یاسی طرح‌دار یک لیتر ۲۰ عددی","",""
"80583739","قهوه/ چای ساز ایکیا مدل UPPHETTA استیل یک لیتر",40,60000000,2,"success"
"50360009",-1,"زیرپایی ایکیا مدل STRANDMON سبز تیره","",""
"50492811",-1,"زیرپایی ایکیا مدل STRANDMON بژ","",""
"50300416",-1,"زیرپایی ایکیا مدل STRANDMON خاکستری تیره","",""
"90456967",-1,"زیرپایی ایکیا مدل STRANDMON مشکی/ بژ","",""
"70444292","ست 2 تایی پیمانه فلزی ایکیا مدل IKEA 365+",20,30000000,14,"success"
"60561187",-1,"لامپ ال ای دی ایکیا مدل MOLNART لوله‌ای/ شیشه شفاف/ پایه E27","",""
"89564604",-1,"صندلی حصیری ایکیا مدل SALNO / GRYTTOM با بالشتک","",""
"50420206","سطل زباله درب دار 35 لیتری ایکیا HALLBAR خاکستری روشن",60,90000000,52,"success"
"90432194","سطل زباله درب دار 3 لیتری ایکیا HALLBAR خاکستری روشن",20,30000000,74,"success"
"20420203","سطل زباله درب دار 22 لیتری ایکیا HALLBAR خاکستری روشن",50,75000000,113,"success"
"00534229",-1,"برس ظرفشویی ایکیا مدل ANTAGEN - نارنجی","",""
"30534223","برس ظرفشویی ایکیا مدل ANTAGEN - سفید",0,0,405,"success"
"60534226","برس ظرفشویی ایکیا مدل ANTAGEN - سبز",0,0,1308,"success"
"50581483","کفگیر ایکیا VARDAGEN استیل/چوب راش، 36 سانتی‌متر",20,30000000,130,"success"
"60581487","رنده دستی ایکیا VARDAGEN استیل/چوب راش، 33 سانتی‌متر",20,30000000,0,"success"
"50581510","درب بازکن بطری/قوطی ایکیا VARDAGEN استیل/چوب راش، 18 سانتی‌متر",20,30000000,162,"success"
"80581486","کفگیر ترنر ایکیا VARDAGEN استیل/چوب راش، 30 سانتی‌متر",20,30000000,304,"success"
"10581507","پوره ساز دستی سیب زمینی ایکیا VARDAGEN استیل/چوب راش، 30 سانتی‌متر",20,30000000,32,"success"
"30581511","آبکش رشته ایکیا VARDAGEN استیل/چوب راش، 30 سانتی‌متر",20,30000000,54,"success"
"30581479","ملاقه ایکیا VARDAGEN استیل/چوب راش، 33 سانتی‌متر",20,30000000,0,"success"
"40581501","انبر آشپزی ایکیا VARDAGEN استیل/چوب راش، 30 سانتی‌متر",20,30000000,0,"success"
"10581480","همزن دستی بالونی ایکیا VARDAGEN استیل/چوب راش، 30 سانتی‌متر",20,30000000,51,"success"
"40359148","ظرف غذا ایکیا مدل IKEA 365+ پلاستیک/ مستطیل یک لیتر",10,15000000,44,"success"
"20586420","ست 7 پارچه لوازم جانبی ایکیا SKADIS سفید",30,45000000,108,"success"
"00335705",-1,"برگ مصنوعی ایکیا مدل SMYCKA مدل Monstera سبز ۸۰ سانتی‌متر","",""
"40335708",-1,"گل مصنوعی ایکیا مدل SMYCKA مدل لیلی صورتی ۸۵ سانتی‌متر","",""
"90493385",-1,"گیاه مصنوعی گلدانی ایکیا مدل FEJKA مدل بونسای ۱۶ سانتی‌متر","",""
"80568890",-1,"گیاه مصنوعی گلدانی ایکیا مدل FEJKA مدل برگ ویولونی ۱۹ سانتی‌متر","",""
"10505684",-1,"بشقاب ایکیا مدل STRIMMIG آبی ۲۷ سانتی‌متر","",""
"50505644",-1,"بشقاب ایکیا مدل STRIMMIG خاکستری ۲۷ سانتی‌متر","",""
"50567670",-1,"بشقاب ایکیا مدل STRIMMIG خاکستری - سبز ۲۷ سانتی‌متر","",""
"40514823","پرده‌کرکره‌ای ایکیا مدل  FONSTERBLAD ابعاد ۱۵۵*۱۰۰ سانتی‌متر - سفید",70,115500000,12,"success"
"10538444","پرده‌کرکره‌ای ایکیا مدل  FONSTERBLAD ابعاد ۱۵۵*۱۰۰ سانتی‌متر - بژ",70,115500000,53,"success"
"40538447","پرده‌کرکره‌ای ایکیا مدل  FONSTERBLAD ابعاد ۱۵۵*۱۲۰ سانتی‌متر - بژ",80,132000000,17,"success"
"10538383","پرده‌کرکره‌ای ایکیا مدل  FONSTERBLAD ابعاد ۱۵۵*۱۲۰ سانتی‌متر - سفید",80,132000000,16,"success"
"50538456","پرده‌کرکره‌ای ایکیا مدل  FONSTERBLAD ابعاد ۱۵۵*۸۰ سانتی‌متر - بژ",60,99000000,18,"success"
"20538392","پرده‌کرکره‌ای ایکیا مدل  FONSTERBLAD ابعاد ۱۵۵*۸۰ سانتی‌متر - سفید",60,99000000,4,"success"
"80538389","پرده‌کرکره‌ای ایکیا مدل  FONSTERBLAD ابعاد ۱۵۵*۶۰ سانتی‌متر - سفید",50,82500000,23,"success"
"20538453","پرده‌کرکره‌ای ایکیا مدل  FONSTERBLAD ابعاد ۱۵۵*۶۰ سانتی‌متر - بژ",50,82500000,30,"success"
"60396866","پرده‌کرکره‌ای ایکیا مدل FRIDANS ابعاد ۱۹۵*۸۰ سانتی‌متر - سفید",90,148500000,21,"success"
"80595695",-1,"پرده‌کرکره‌ای ایکیا مدل FRIDANS ابعاد ۱۹۵*۸۰ سانتی‌متر - زرد","",""
"90396935","پرده‌کرکره‌ای ایکیا مدل FRIDANS ابعاد ۱۹۵*۸۰ سانتی‌متر - خاکستری",90,148500000,5,"success"
"60396908",-1,"پرده‌کرکره‌ای ایکیا مدل FRIDANS ابعاد ۱۹۵*۸۰ سانتی‌متر - آبی","",""
"30396858","پرده‌کرکره‌ای ایکیا مدل FRIDANS ابعاد ۱۹۵*۱۰۰ سانتی‌متر - سفید",100,165000000,14,"success"
"60595696",-1,"پرده‌کرکره‌ای ایکیا مدل FRIDANS ابعاد ۱۹۵*۱۰۰ سانتی‌متر - زرد","",""
"60396913","پرده‌کرکره‌ای ایکیا مدل FRIDANS ابعاد ۱۹۵*۱۰۰ سانتی‌متر - خاکستری",100,165000000,17,"success"
"40396886",-1,"پرده‌کرکره‌ای ایکیا مدل FRIDANS ابعاد ۱۹۵*۱۰۰ سانتی‌متر - آبی","",""
"80396865","پرده‌کرکره‌ای ایکیا مدل FRIDANS ابعاد ۱۹۵*۶۰ سانتی‌متر - سفید",70,115500000,18,"success"
"60396932","پرده‌کرکره‌ای ایکیا مدل FRIDANS ابعاد ۱۹۵*۶۰ سانتی‌متر - خاکستری",70,115500000,23,"success"
"20396905",-1,"پرده‌کرکره‌ای ایکیا مدل FRIDANS ابعاد ۱۹۵*۶۰ سانتی‌متر - آبی","",""
"10396859","پرده‌کرکره‌ای ایکیا مدل  FRIDANS ابعاد ۱۹۵*۱۲۰ سانتی‌متر - سفید",110,181500000,2,"success"
"40595697",-1,"پرده‌کرکره‌ای ایکیا مدل  FRIDANS ابعاد ۱۹۵*۱۲۰ سانتی‌متر - زرد","",""
"70396917","پرده‌کرکره‌ای ایکیا مدل  FRIDANS ابعاد ۱۹۵*۱۲۰ سانتی‌متر - خاکستری",110,181500000,9,"success"
"80396889",-1,"پرده‌کرکره‌ای ایکیا مدل  FRIDANS ابعاد ۱۹۵*۱۲۰ سانتی‌متر - آبی","",""
"50491086","پرده‌کرکره‌ای ایکیا مدل TRETUR ابعاد ۱۹۵*۱۰۰ سانتی‌متر - سفید",190,313500000,23,"success"
"60380460","پرده‌کرکره‌ای ایکیا مدل TRETUR ابعاد ۱۹۵*۱۰۰ سانتی‌متر - خاکستری روشن",190,313500000,1,"success"
"30491087","پرده‌کرکره‌ای ایکیا مدل TRETUR ابعاد ۱۹۵*۱۲۰ سانتی‌متر - سفید",210,346500000,6,"success"
"40380989","پرده‌کرکره‌ای ایکیا مدل TRETUR ابعاد ۱۹۵*۱۲۰ سانتی‌متر - خاکستری روشن",210,346500000,5,"success"
"60575783",-1,"شمعدان ایکیا مدل HOSTAGILLE مشکی ۴ شاخه ۳۷ سانتی‌متر","",""
"70574938",-1,"کاسه دکوری ایکیا مدل HACKPOPPEL آبی ۲۴ سانتی‌متر","",""
"60582509",-1,"گیاه گلدانی ایکیا FEJKA درختچه دودی، 12 سانتی‌متر","",""
"10514042",-1,"باکس ایکیا مدل KUGGIS مشکی شفاف/ درب‌دار ۲۱*۵۴*۳۷ سانتی‌متر","",""
"70515500","باکس ذخیره‌سازی ایکیا مدل DRONJONS سفید ۳۳*۳۷*۳۳ سانتی‌متر",60,99000000,0,"success"
"40543217","باکس ذخیره‌سازی ایکیا مدل PLOGFARA بژ روشن ۳۲*۳۳*۳۵ سانتی‌متر",90,144000000,11,"success"
"80359212","شلف دیواری ایکیا TORNVIKEN خاکستری، 50 سانتی‌متر",140,224000000,7,"success"
"00394422",-1,"قفسه بشقاب ایکیا TORNVIKEN خاکستری، 80x100 سانتی‌متر","",""
"10588778",-1,"چتر تاشو سبز/راه راه ایکیا مدل KNALLA","",""
"60282332","چتر مشکی ایکیا مدل KNALLA",30,45000000,43,"success"
"70539332","لامپ ایکیا مدل LUNNOM ال‌ای‌دی E14 شفاف، ۱۰۰ لومن",20,30000000,54,"success"
"50539347","لامپ ایکیا مدل LUNNOM ال‌ای‌دی E27 گلوب شفاف ۱۵۰ لومن",10,15000000,31,"success"
"20103648","کیف حمل وسایل ایکیا مدل BRATTBY آبی ۲۷*۲۷ سانتی‌متر",0,0,0,"success"
"10559002",-1,"هولدر تبلت ایکیا مدل RELATERA خاکستری روشن - سبز/ با گیره","",""
"50559000","قفسه رومیزی ایکیا مدل RELATERA خاکستری روشن - سبز ۳۷*۴۰",80,128000000,10,"success"
"90558999",-1,"تخته وایت‌برد و تخته تحریر ایکیا مدل RELATERA خاکستری روشن - سبز","",""
"30559001",-1,"نگهدارنده کتاب ایکیا مدل RELATERA خاکستری روشن - سبز","",""
"90325518",-1,"صندلی چرخان ایکیا مدل KULLABERG مشکی","",""
"80554063",-1,"پد روی میز فضایی آبی ایکیا AFTONSPARV","",""
"70554054",-1,"فرش دایره ای فضایی آبی ایکیا AFTONSPARV قطر 133سانتی متر","",""
"60570460",-1,"جعبه نظم دهنده فضایی ایکیا AFTONSPARV","",""
"40551641","ست عروسک انگشتی 5عددی ایکیا AFTONSPARV",30,45000000,529,"success"
"00551544","عروسک خرس قهوه ای فضانورد ایکیا AFTONSPARV",50,75000000,337,"success"
"20562424",-1,"عروسک نرم کودک کره زمین ایکیا AFTONSPARV","",""
"20551538","عروسک گربه فضانورد ایکیا AFTONSPARV",50,75000000,381,"success"
"00551558",-1,"عروسک سبز آدم فضایی ایکیا AFTONSPARV","",""
"70478183",-1,"ست 4 تایی فنجان و نعلبکی سبز مات ایکیا FARGKLAR حجم 70 میلی‌لیتر","",""
"90481820",-1,"ست 4 تایی فنجان و نعلبکی فیروزه ای تیره براق ایکیا FARGKLAR حجم 70 میلی‌لیتر","",""
"40554041","لحاف و روبالشی کودک طرح فضایی زمینه آبی ایکیا AFTONSPARV",130,195000000,0,"success"
"70485433",-1,"ست 4 تایی فنجان و نعلبکی قهوه ای براق ایکیا FARGKLAR حجم 70 میلی‌لیتر","",""
"00483630",-1,"ست 4 تایی فنجان و نعلبکی بژ براق ایکیا FARGKLAR حجم 70 میلی‌لیتر","",""
"50481822",-1,"ست 4 تایی فنجان و نعلبکی فیروزه ای روشن مات ایکیا FARGKLAR حجم 70 میلی‌لیتر","",""
"00481829",-1,"ست 4 تایی فنجان و نعلبکی فیروزه ای روشن مات ایکیا FARGKLAR حجم 250 میلی‌لیتر","",""
"70478159",-1,"ست 4 تایی فنجان و نعلبکی سبز مات ایکیا FARGKLAR حجم 250 میلی‌لیتر","",""
"40481827",-1,"ست 4 تایی فنجان و نعلبکی فیروزه ای تیره براق ایکیا FARGKLAR حجم 250 میلی‌لیتر","",""
"90477168","ست 4 تایی پیش دستی فیروزه ای روشن مات ایکیا FARGKLAR قطر 20 سانتی‌متر",40,60000000,16,"success"
"80478210",-1,"ست 4 تایی پیش دستی صورتی روشن مات ایکیا FARGKLAR قطر 20 سانتی‌متر","",""
"40478207","ست 4 تایی پیش دستی سبز مات ایکیا FARGKLAR قطر 20 سانتی‌متر",40,60000000,52,"success"
"00479421","ست 4 تایی پیش دستی خاکستری تیره مات ایکیا FARGKLAR قطر 20 سانتی‌متر",40,60000000,9,"success"
"30477166",-1,"ست 4 تایی پیش دستی فیروزه ای تیره براق ایکیا FARGKLAR قطر 20 سانتی‌متر","",""
"30485454",-1,"ست 4 تایی پیش دستی قهوه ای براق ایکیا FARGKLAR قطر 20 سانتی‌متر","",""
"20479651",-1,"ست 4 تایی پیش دستی بژ براق ایکیا FARGKLAR قطر 20 سانتی‌متر","",""
"50554050","لحاف و روبالشی کودک طرح فضایی ایکیا AFTONSPARV",80,128000000,0,"success"
"20556461",-1,"خانه بازی سفید/قرمز موشکی ایکیا AFTONSPARV","",""
"70582504",-1,"گیاه مصنوعی هیثر سبز ایکیا FEJKA قطر 9 سانتی متر","",""
"50582500",-1,"گیاه حسن یوسف مصنوعی قرمز ایکیا FEJKA قطر 9 سانتی متر","",""
"60582477",-1,"ست 3 تایی گیاه برگ مصنوعی با گلدان ایکیا FEJKA قطر گلدان 6 سانتی‌متر","",""
